"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year"

"Country/area","Technology","Data Type","Grid connection","Year",Electricity statistics (MW/GWh)
"South Georgia and the South Sandwich Islands","Natural gas","Electricity Generation (GWh)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"South Georgia and the South Sandwich Islands","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Nuclear","Electricity Generation (GWh)","All","2020",-
"South Georgia and the South Sandwich Islands","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"South Georgia and the South Sandwich Islands","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Georgia and the South Sandwich Islands","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Total Renewable","Electricity Generation (GWh)","All","2020",2.71
"South Sudan","Total Renewable","Electricity Generation (GWh)","On-grid","2020",1.50
"South Sudan","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",1.21
"South Sudan","Total Renewable","Electricity Installed Capacity (MW)","All","2020",1.81
"South Sudan","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",1.00
"South Sudan","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",0.81
"South Sudan","Solar photovoltaic","Electricity Generation (GWh)","All","2020",2.71
"South Sudan","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",1.50
"South Sudan","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",1.21
"South Sudan","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",1.81
"South Sudan","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",1.00
"South Sudan","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",0.81
"South Sudan","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"South Sudan","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Onshore wind energy","Electricity Generation (GWh)","All","2020",-
"South Sudan","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"South Sudan","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Renewable hydropower","Electricity Generation (GWh)","All","2020",-
"South Sudan","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"South Sudan","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Marine energy","Electricity Generation (GWh)","All","2020",-
"South Sudan","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Solid biofuels","Electricity Generation (GWh)","All","2020",-
"South Sudan","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Renewable municipal waste","Electricity Generation (GWh)","All","2020",-
"South Sudan","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"South Sudan","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Biogas","Electricity Generation (GWh)","All","2020",-
"South Sudan","Biogas","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Biogas","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"South Sudan","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Total Non-Renewable","Electricity Generation (GWh)","All","2020",547.00
"South Sudan","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",547.00
"South Sudan","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",164.40
"South Sudan","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",33.00
"South Sudan","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",131.40
"South Sudan","Pumped storage","Electricity Generation (GWh)","All","2020",-
"South Sudan","Pumped storage","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Pumped storage","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Coal and peat","Electricity Generation (GWh)","All","2020",-
"South Sudan","Coal and peat","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Oil","Electricity Generation (GWh)","All","2020",547.00
"South Sudan","Oil","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Oil","Electricity Generation (GWh)","Off-grid","2020",547.00
"South Sudan","Oil","Electricity Installed Capacity (MW)","All","2020",164.40
"South Sudan","Oil","Electricity Installed Capacity (MW)","On-grid","2020",33.00
"South Sudan","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",131.40
"South Sudan","Natural gas","Electricity Generation (GWh)","All","2020",-
"South Sudan","Natural gas","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"South Sudan","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Nuclear","Electricity Generation (GWh)","All","2020",-
"South Sudan","Nuclear","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Nuclear","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"South Sudan","Other non-renewable energy","Electricity Generation (GWh)","All","2020",-
"South Sudan","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",-
"South Sudan","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"South Sudan","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",-
"South Sudan","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"South Sudan","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Total Renewable","Electricity Generation (GWh)","All","2020",113783.00
"Spain","Total Renewable","Electricity Generation (GWh)","On-grid","2020",113744.00
"Spain","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",39.00
"Spain","Total Renewable","Electricity Installed Capacity (MW)","All","2020",57313.13
"Spain","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",57277.97
"Spain","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",35.17
"Spain","Solar photovoltaic","Electricity Generation (GWh)","All","2020",15675.00
"Spain","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",15636.00
"Spain","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",39.00
"Spain","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",10135.59
"Spain","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",10100.42
"Spain","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",35.17
"Spain","Solar thermal energy","Electricity Generation (GWh)","All","2020",4992.00
"Spain","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",4992.00
"Spain","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",2304.01
"Spain","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",2304.01
"Spain","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Onshore wind energy","Electricity Generation (GWh)","All","2020",56433.00
"Spain","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",56433.00
"Spain","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",26814.19
"Spain","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",26814.19
"Spain","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Offshore wind energy","Electricity Generation (GWh)","All","2020",11.00
"Spain","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",11.00
"Spain","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",5.00
"Spain","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",5.00
"Spain","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Renewable hydropower","Electricity Generation (GWh)","All","2020",30507.00
"Spain","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",30507.00
"Spain","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",13703.56
"Spain","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",13703.56
"Spain","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Spain","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Spain","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",3081.63
"Spain","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",3081.63
"Spain","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Marine energy","Electricity Generation (GWh)","All","2020",27.00
"Spain","Marine energy","Electricity Generation (GWh)","On-grid","2020",27.00
"Spain","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Marine energy","Electricity Installed Capacity (MW)","All","2020",4.80
"Spain","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",4.80
"Spain","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Solid biofuels","Electricity Generation (GWh)","All","2020",4541.00
"Spain","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",4541.00
"Spain","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",867.85
"Spain","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",867.85
"Spain","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Renewable municipal waste","Electricity Generation (GWh)","All","2020",703.00
"Spain","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",703.00
"Spain","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",120.68
"Spain","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",120.68
"Spain","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Liquid biofuels","Electricity Generation (GWh)","All","2020",13.00
"Spain","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",13.00
"Spain","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",6.41
"Spain","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",6.41
"Spain","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Biogas","Electricity Generation (GWh)","All","2020",881.00
"Spain","Biogas","Electricity Generation (GWh)","On-grid","2020",881.00
"Spain","Biogas","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Biogas","Electricity Installed Capacity (MW)","All","2020",269.41
"Spain","Biogas","Electricity Installed Capacity (MW)","On-grid","2020",269.41
"Spain","Biogas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Geothermal energy","Electricity Generation (GWh)","All","2020",-
"Spain","Geothermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Spain","Geothermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Geothermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Spain","Geothermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Spain","Geothermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Total Non-Renewable","Electricity Generation (GWh)","All","2020",149590.00
"Spain","Total Non-Renewable","Electricity Generation (GWh)","On-grid","2020",149590.00
"Spain","Total Non-Renewable","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Total Non-Renewable","Electricity Installed Capacity (MW)","All","2020",51009.66
"Spain","Total Non-Renewable","Electricity Installed Capacity (MW)","On-grid","2020",51009.66
"Spain","Total Non-Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Pumped storage","Electricity Generation (GWh)","All","2020",3491.00
"Spain","Pumped storage","Electricity Generation (GWh)","On-grid","2020",3491.00
"Spain","Pumped storage","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Pumped storage","Electricity Installed Capacity (MW)","All","2020",3331.40
"Spain","Pumped storage","Electricity Installed Capacity (MW)","On-grid","2020",3331.40
"Spain","Pumped storage","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Coal and peat","Electricity Generation (GWh)","All","2020",6149.00
"Spain","Coal and peat","Electricity Generation (GWh)","On-grid","2020",6149.00
"Spain","Coal and peat","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Coal and peat","Electricity Installed Capacity (MW)","All","2020",-
"Spain","Coal and peat","Electricity Installed Capacity (MW)","On-grid","2020",-
"Spain","Coal and peat","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Oil","Electricity Generation (GWh)","All","2020",10704.00
"Spain","Oil","Electricity Generation (GWh)","On-grid","2020",10704.00
"Spain","Oil","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Oil","Electricity Installed Capacity (MW)","All","2020",-
"Spain","Oil","Electricity Installed Capacity (MW)","On-grid","2020",-
"Spain","Oil","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Natural gas","Electricity Generation (GWh)","All","2020",69739.00
"Spain","Natural gas","Electricity Generation (GWh)","On-grid","2020",69739.00
"Spain","Natural gas","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Natural gas","Electricity Installed Capacity (MW)","All","2020",-
"Spain","Natural gas","Electricity Installed Capacity (MW)","On-grid","2020",-
"Spain","Natural gas","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Fossil fuels n.e.s.","Electricity Generation (GWh)","All","2020",-
"Spain","Fossil fuels n.e.s.","Electricity Generation (GWh)","On-grid","2020",-
"Spain","Fossil fuels n.e.s.","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","All","2020",40336.30
"Spain","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","On-grid","2020",40336.30
"Spain","Fossil fuels n.e.s.","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Nuclear","Electricity Generation (GWh)","All","2020",58299.00
"Spain","Nuclear","Electricity Generation (GWh)","On-grid","2020",58299.00
"Spain","Nuclear","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Nuclear","Electricity Installed Capacity (MW)","All","2020",7117.29
"Spain","Nuclear","Electricity Installed Capacity (MW)","On-grid","2020",7117.29
"Spain","Nuclear","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Spain","Other non-renewable energy","Electricity Generation (GWh)","All","2020",1208.00
"Spain","Other non-renewable energy","Electricity Generation (GWh)","On-grid","2020",1208.00
"Spain","Other non-renewable energy","Electricity Generation (GWh)","Off-grid","2020",-
"Spain","Other non-renewable energy","Electricity Installed Capacity (MW)","All","2020",224.67
"Spain","Other non-renewable energy","Electricity Installed Capacity (MW)","On-grid","2020",224.67
"Spain","Other non-renewable energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Total Renewable","Electricity Generation (GWh)","All","2020",5867.02
"Sri Lanka","Total Renewable","Electricity Generation (GWh)","On-grid","2020",5859.53
"Sri Lanka","Total Renewable","Electricity Generation (GWh)","Off-grid","2020",7.49
"Sri Lanka","Total Renewable","Electricity Installed Capacity (MW)","All","2020",2449.51
"Sri Lanka","Total Renewable","Electricity Installed Capacity (MW)","On-grid","2020",2445.06
"Sri Lanka","Total Renewable","Electricity Installed Capacity (MW)","Off-grid","2020",4.45
"Sri Lanka","Solar photovoltaic","Electricity Generation (GWh)","All","2020",452.74
"Sri Lanka","Solar photovoltaic","Electricity Generation (GWh)","On-grid","2020",452.74
"Sri Lanka","Solar photovoltaic","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Solar photovoltaic","Electricity Installed Capacity (MW)","All","2020",427.96
"Sri Lanka","Solar photovoltaic","Electricity Installed Capacity (MW)","On-grid","2020",427.96
"Sri Lanka","Solar photovoltaic","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Solar thermal energy","Electricity Generation (GWh)","All","2020",-
"Sri Lanka","Solar thermal energy","Electricity Generation (GWh)","On-grid","2020",-
"Sri Lanka","Solar thermal energy","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Solar thermal energy","Electricity Installed Capacity (MW)","All","2020",-
"Sri Lanka","Solar thermal energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Sri Lanka","Solar thermal energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Onshore wind energy","Electricity Generation (GWh)","All","2020",331.66
"Sri Lanka","Onshore wind energy","Electricity Generation (GWh)","On-grid","2020",331.66
"Sri Lanka","Onshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Onshore wind energy","Electricity Installed Capacity (MW)","All","2020",179.00
"Sri Lanka","Onshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",179.00
"Sri Lanka","Onshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Offshore wind energy","Electricity Generation (GWh)","All","2020",-
"Sri Lanka","Offshore wind energy","Electricity Generation (GWh)","On-grid","2020",-
"Sri Lanka","Offshore wind energy","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Offshore wind energy","Electricity Installed Capacity (MW)","All","2020",-
"Sri Lanka","Offshore wind energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Sri Lanka","Offshore wind energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Renewable hydropower","Electricity Generation (GWh)","All","2020",4983.84
"Sri Lanka","Renewable hydropower","Electricity Generation (GWh)","On-grid","2020",4976.35
"Sri Lanka","Renewable hydropower","Electricity Generation (GWh)","Off-grid","2020",7.49
"Sri Lanka","Renewable hydropower","Electricity Installed Capacity (MW)","All","2020",1797.45
"Sri Lanka","Renewable hydropower","Electricity Installed Capacity (MW)","On-grid","2020",1793.00
"Sri Lanka","Renewable hydropower","Electricity Installed Capacity (MW)","Off-grid","2020",4.45
"Sri Lanka","Mixed Hydro Plants","Electricity Generation (GWh)","All","2020",-
"Sri Lanka","Mixed Hydro Plants","Electricity Generation (GWh)","On-grid","2020",-
"Sri Lanka","Mixed Hydro Plants","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Mixed Hydro Plants","Electricity Installed Capacity (MW)","All","2020",-
"Sri Lanka","Mixed Hydro Plants","Electricity Installed Capacity (MW)","On-grid","2020",-
"Sri Lanka","Mixed Hydro Plants","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Marine energy","Electricity Generation (GWh)","All","2020",-
"Sri Lanka","Marine energy","Electricity Generation (GWh)","On-grid","2020",-
"Sri Lanka","Marine energy","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Marine energy","Electricity Installed Capacity (MW)","All","2020",-
"Sri Lanka","Marine energy","Electricity Installed Capacity (MW)","On-grid","2020",-
"Sri Lanka","Marine energy","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Solid biofuels","Electricity Generation (GWh)","All","2020",97.69
"Sri Lanka","Solid biofuels","Electricity Generation (GWh)","On-grid","2020",97.69
"Sri Lanka","Solid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Solid biofuels","Electricity Installed Capacity (MW)","All","2020",40.01
"Sri Lanka","Solid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",40.01
"Sri Lanka","Solid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Renewable municipal waste","Electricity Generation (GWh)","All","2020",1.06
"Sri Lanka","Renewable municipal waste","Electricity Generation (GWh)","On-grid","2020",1.06
"Sri Lanka","Renewable municipal waste","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Renewable municipal waste","Electricity Installed Capacity (MW)","All","2020",5.00
"Sri Lanka","Renewable municipal waste","Electricity Installed Capacity (MW)","On-grid","2020",5.00
"Sri Lanka","Renewable municipal waste","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Liquid biofuels","Electricity Generation (GWh)","All","2020",-
"Sri Lanka","Liquid biofuels","Electricity Generation (GWh)","On-grid","2020",-
"Sri Lanka","Liquid biofuels","Electricity Generation (GWh)","Off-grid","2020",-
"Sri Lanka","Liquid biofuels","Electricity Installed Capacity (MW)","All","2020",-
"Sri Lanka","Liquid biofuels","Electricity Installed Capacity (MW)","On-grid","2020",-
"Sri Lanka","Liquid biofuels","Electricity Installed Capacity (MW)","Off-grid","2020",-
"Sri Lanka","Biogas","Electricity Generation (GWh)","All","2020",0.04
